#,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,Alone,People I didn't know,How many people did you live with in that period?,Bored,Stressed,Free,Optimistic,Peaceful,Lonely,Disappointed,Frustrated,Threatened,Before covid,During covid,Bored,Stressed,Excited,Hopeful,Peaceful,Lonely,Vulnerable,Disappointed,Anxious,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Proud,Optimistic,Indifferent,Vulnerable,Disappointed,Hostile,Threatened,Anxious,Free,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed,Optimistic,Peaceful,Lonely,Vulnerable,Disappointed,Frustrated,Anxious,Threatened,What were the priorities in your life *before* COVID-19?,What were the priorities in your life *during* COVID-19?,What is your main source of income?,Bored,Stressed,Free,Proud,Optimistic,Lonely,Disappointed,Frustrated,Anxious,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free,Aggresive,Frustrated,Disappointed,Vulnerable,Lonely,Optimistic,enthusiastic,stressed,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,Other,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?,utm_source,Start Date (UTC),Submit Date (UTC),Network ID
ksxqq597t7ofnjksx1m7eo6s9pw4qqv5,Work,Family,,,,,,3,,Stressed,,,Peaceful,,,,Threatened,Weekly,Monthly,,,Excited,,Peaceful,Lonely,,,,2,4,3,4,5,5,5,4,3,4,2,3,Proud,,,Vulnerable,,Hostile,,,,,"Yes, in 2020","Yes, in 2021","Yes, in 2022",,,,,Vulnerable,Disappointed,,Anxious,,"Mental health,Career & Finances,Physical health,Relationships,Spirituality,Family","Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Business owner,1,Free,Aggresive,,,Vulnerable,,,,,"Yes, due to smartworking",Mental health reasons,2,2,3,4,5,3,2,3,9,Energy production & Distribution,,Male,,20-24,I'm from somewhere else in the US,Asian,Vulnerable,xxxxx,2022-06-27 14:07:52,2022-06-27 14:09:45,b190b8015e
us5kw9wd1zrkcyp2ius5kw9why84xpsx,Work,,,Pets,Roommates,,,,,Stressed,,Optimistic,,,,Frustrated,,Every 3 months,Weekly,,Stressed,,Hopeful,,,,,,4,3,4,5,,3,2,3,1,3,2,2,,,Indifferent,,,,,Anxious,Free,,,"Yes, in 2021",,,Optimistic,,,,,,Anxious,Threatened,"Mental health,Physical health,Family,Spirituality,Relationships,Career & Finances","Mental health,Relationships,Physical health,Career & Finances,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Homemaker,1,Free,,,Disappointed,Vulnerable,,,,,"Yes, I had a reduction in working hours and/or wage",Work environment,3,5,2,4,4,3,3,4,3,Information Technology,,Male,,30-40,I come from abroad,Asian,Frustrated,xxxxx,2022-06-27 14:06:52,2022-06-27 14:08:56,9ac1872524
rq2uegklz2npptf8mw2rq2uena3nrewf,Work,Family,,Pets,,,,,Bored,,,Optimistic,,,,,Threatened,Once per year,Every 3 months,,,,,Peaceful,Lonely,Vulnerable,,,3,4,2,3,4,5,5,4,2,4,3,4,,,,Vulnerable,,,Threatened,,Free,No,,,,,,,,,,,,,"Mental health,Career & Finances,Physical health,Relationships,Spirituality,Family","Relationships,Physical health,Mental health,Career & Finances,Family,Spirituality",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,Aggresive,,Disappointed,,,Optimistic,,,"Yes, my company went out of business",Work environment,5,3,4,2,2,5,3,4,5,Food & Consumer Goods,,Female,,20-24,I come from abroad,Asian,Frustrated,xxxxx,2022-06-27 14:04:11,2022-06-27 14:06:27,6c808e4615
3v6lea330qvrtabzgx3v6leabdo0gl0m,Work,Family,,Pets,,,,,,Stressed,,Optimistic,,,,,Threatened,Once per year,Monthly,,,Excited,,Peaceful,,,,Anxious,4,3,4,5,3,4,3,5,2,4,2,3,,,Indifferent,Vulnerable,,Hostile,,,,No,,,,,,,,,,,,,"Physical health,Family,Mental health,Spirituality,Career & Finances,Relationships","Mental health,Physical health,Spirituality,Family,Relationships,Career & Finances",,,,,,,,,,,,,,,,,,,,Homemaker,0,,,Frustrated,,,Lonely,Optimistic,,,"Yes, due to smartworking",Career prospects,5,2,3,4,2,4,2,3,6,Information Technology,,Female,,20-24,I come from abroad,Asian,Free,xxxxx,2022-06-27 14:00:12,2022-06-27 14:03:35,8b77498e6d
l8830m9vh3bp6u5zlu60l8830v57en6g,Study,,,,Roommates,,,10,,Stressed,Free,Optimistic,,,,,,Weekly,Monthly,,Stressed,,,,,Vulnerable,Disappointed,,5,4,3,5,3,4,3,3,4,,2,3,Proud,,,,Disappointed,,,,Free,,"Yes, in 2020","Yes, in 2021","Yes, in 2022",,,,Lonely,,Disappointed,,Anxious,,"Mental health,Physical health,Career & Finances,Relationships,Spirituality,Family","Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family",Scholarship,,,Free,,,Lonely,Disappointed,,,Yes because I changed my field of study,Change in personal interests,,Family / Friends / Advisors Influence,,,Economic Difficulties,Started working,,,,,,,,,,,,,,,3,5,3,4,5,3,2,4,9,,Education,Male,,18-20,I'm from somewhere else in the US,Black or African American,Frustrated,xxxxx,2022-06-27 13:59:45,2022-06-27 14:01:39,f9d8f8db8d
imhgqcl8051x2w63redg073imhgqcl84,Work,Family,Friends,,,,,4,Bored,,,Optimistic,,,,Frustrated,,Every 3 months,Daily,Bored,,,,,Lonely,Vulnerable,,,4,5,2,3,4,3,2,4,3,5,2,4,,Optimistic,,,Disappointed,,Threatened,,,,"Yes, in 2020",,,,Optimistic,,,,,,Anxious,Threatened,"Mental health,Spirituality,Physical health,Relationships,Career & Finances,Family","Relationships,Physical health,Mental health,Family,Spirituality,Career & Finances",,,,,,,,,,,,,,,,,,,,Self - employed,1,,Aggresive,,,Vulnerable,,,enthusiastic,,"Yes, my company went out of business",Mental health reasons,3,4,2,4,4," 1",5,2,3,Food & Consumer Goods,,Male,,30-40,I come from abroad,Asian,Disappointed,xxxxx,2022-06-27 13:53:34,2022-06-27 13:56:35,c2675ea969
huizfxgdy3xi29n9xhuiz6abz9jz9355,Work,,Friends,Pets,,,,,,,Free,,Peaceful,,Disappointed,,,Every 3 months,Daily,,,,Hopeful,,Lonely,,,Anxious,3,4,,4,1,2,4,5,2,3,4,3,Proud,,,,,Hostile,,Anxious,,,"Yes, in 2020",,,Stressed,,,,,,,,Threatened,"Career & Finances,Physical health,Mental health,Spirituality,Relationships,Family","Mental health,Spirituality,Physical health,Career & Finances,Family,Relationships",,,,,,,,,,,,,,,,,,,,Self - employed,1,,Aggresive,,Disappointed,,,Optimistic,,,"Yes, my contract ended",Change in personal interests,3,5,3,3," 1"," 1",4,2,5,Information Technology,,Female,,24-30,I come from abroad,Asian,Stressed,xxxxx,2022-06-27 13:49:52,2022-06-27 13:52:26,ca3297cb02
qcnkcvyfzia2prrbn3qcnkcvgavn58oh,Study,,,,,Alone,,,,,,,,,,,,Daily,Monthly,,Stressed,,,Peaceful,,,,Anxious,5,5,2,4,3,,4,4,3,4,2,3,Proud,Optimistic,,,Disappointed,,,,,,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed,,Peaceful,,,Disappointed,,,,"Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family","Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family",Scholarship,,Stressed,,,Optimistic,Lonely,,,,Yes because I dropped out university,,Change in learning modes,,Low grades,Better Career Prospects,,,,,,,,,,,,,,,,,3," 1",3,3,4,2,3,5,9,,Information and Computing Sciences,Male,,20-24,I'm from somewhere else in the US,Black or African American,Stressed,xxxxx,2022-06-27 13:49:53,2022-06-27 13:51:34,4a961ec75a
alt64cet4mbda5higpalt61hiyi4gnoy,Work,,,Pets,,,People I didn't know,,Bored,,,,,,,Frustrated,Threatened,Every 3 months,Monthly,Bored,,,Hopeful,,,,Disappointed,,4,3,5,3,3,4,5,2,5,5,2,3,,,,,,Hostile,,Anxious,Free,No,,,,,,,,,,,,,"Mental health,Family,Physical health,Spirituality,Relationships,Career & Finances","Career & Finances,Physical health,Mental health,Family,Spirituality,Relationships",,,,,,,,,,,,,,,,,,,,Permanent employed,0,Free,,,Disappointed,,,,enthusiastic,,"Yes, I had a reduction in working hours and/or wage",Career prospects,5,3,4,3,3," 1",3,2,4,Health Care,,Female,,30-40,I come from abroad,Asian,Anxious,xxxxx,2022-06-27 13:47:09,2022-06-27 13:49:08,35fac2258b
idse78qbecyr4cqkmnidsejfsvfcmq9u,Work,,,Pets,Roommates,,,,Bored,,Free,,Peaceful,,,,,Once per year,Monthly,Bored,Stressed,,Hopeful,,,,,,3,4,3,3,5,3,5,2,5,2,2,4,,,,Vulnerable,Disappointed,,,,Free,,"Yes, in 2020",,,Stressed,Optimistic,,,,Disappointed,,,,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Family,Mental health,Physical health,Career & Finances,Spirituality,Relationships",,,,,,,,,,,,,,,,,,,,Homemaker,0,,,Frustrated,Disappointed,,,,enthusiastic,,"Yes, due to smartworking",I wanted to work remotely,5,3,4,2,2,4,2,5,8,Consumer Services & Retail,,Male,,20-24,I come from abroad,Asian,Stressed,xxxxx,2022-06-27 13:44:34,2022-06-27 13:46:47,cf1125e58d
02ump1v2tsagj76r02um3m6stw8eicpi,Work,Family,,Pets,,,,,Bored,,,,,,,Frustrated,Threatened,Once per year,Daily,Bored,Stressed,,,Peaceful,,,,,4,3,5,3,4,2,3,4,2,4,3,3,,Optimistic,Indifferent,,,,Threatened,,,,"Yes, in 2020",,,Stressed,,,,Vulnerable,,,,Threatened,"Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances","Mental health,Spirituality,Physical health,Relationships,Career & Finances,Family",,,,,,,,,,,,,,,,,,,,Homemaker,1,,Aggresive,,,Vulnerable,,Optimistic,,,"Yes, my company went out of business",I wanted to work remotely,3,5,2,4,2,4,3,4,8,Consumer Services & Retail,,Male,,30-40,I come from abroad,Asian,Vulnerable,xxxxx,2022-06-27 13:41:53,2022-06-27 13:43:56,16856fb7bf
0syy3vse2rtv52yav0syg612te68xlg2,Work,,,Pets,Roommates,,,,Bored,Stressed,,,,,,Frustrated,,Once per year,Weekly,,Stressed,,,,,,Disappointed,,4,2,4,3,5,3,5,3,4,2,3,4,,,,Vulnerable,,,Threatened,Anxious,,,,"Yes, in 2021",,Stressed,Optimistic,,Lonely,,,,,,"Physical health,Mental health,Career & Finances,Family,Spirituality,Relationships","Mental health,Relationships,Physical health,Family,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,0,,Aggresive,,Disappointed,,,,enthusiastic,,"Yes, my contract ended",Other / I prefer not to answer,4,3,5,3,2,4,2,4,6,Information Technology,,Male,,20-24,I come from abroad,Asian,Anxious,xxxxx,2022-06-27 13:39:21,2022-06-27 13:41:26,6e4f273a21
5v4i3pom0n74eno4yzykpv65v4i3p4v4,Work,Family,,Pets,Roommates,,,,,,Free,Optimistic,,,,Frustrated,,Every 3 months,Daily,Bored,,,Hopeful,,,,Disappointed,,4,2,2,4,3,4,5,2,2,4,5,3,,,,Vulnerable,Disappointed,,,,Free,,"Yes, in 2020",,,,,,,Vulnerable,Disappointed,,Anxious,,"Family,Mental health,Physical health,Relationships,Spirituality,Career & Finances","Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,Frustrated,,Vulnerable,,,enthusiastic,,"Yes, I had a reduction in working hours and/or wage",Career prospects,4,2,5,3,2,4,2,3,5,Consumer Services & Retail,,Female,,40-50,I come from abroad,Asian,Disappointed,xxxxx,2022-06-27 13:36:53,2022-06-27 13:38:54,3cd1ccfa81
q1ggm5ubdb3cyzco7j4mq1ggm5u66djz,Work,Family,,Pets,Roommates,,,,Bored,,,Optimistic,,Lonely,,,,Every 3 months,Weekly,,Stressed,,Hopeful,Peaceful,,,,,4,2,5,2,3,4,4,5,3,4,3,3,Proud,Optimistic,,Vulnerable,,,,,,,"Yes, in 2020",,,Stressed,,,,Vulnerable,,,,,"Spirituality,Physical health,Mental health,Family,Career & Finances,Relationships","Physical health,Family,Spirituality,Mental health,Career & Finances,Relationships",,,,,,,,,,,,,,,,,,,,Homemaker,0,,Aggresive,,Disappointed,,,,enthusiastic,,"Yes, I had a reduction in working hours and/or wage",Career prospects,4,3,5,3,4,4,2,4,6,Real Estate,,Female,,20-24,I come from abroad,Asian,Disappointed,xxxxx,2022-06-27 13:34:05,2022-06-27 13:36:29,332a5c3514
rqi35n1cs7zm4975rqini5uuj8xxnaac,Work,Family,,Pets,,,,,Bored,,,,Peaceful,,,Frustrated,,Weekly,Daily,,,,Hopeful,Peaceful,,Vulnerable,,,4,2,1,3,2,4,2,4,4,2,4,3,Proud,,,,,Hostile,,,Free,,"Yes, in 2020",,,Stressed,,,,,,,Anxious,Threatened,"Mental health,Career & Finances,Physical health,Spirituality,Relationships,Family","Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,Frustrated,,Vulnerable,,,enthusiastic,,"Yes, my company went out of business",Financial reasons,3," 1",5,2,2,4,3,4,4,Information Technology,,Female,,24-30,I come from abroad,Asian,Frustrated,xxxxx,2022-06-27 13:28:57,2022-06-27 13:33:21,9ba0d23b11
02qd1dbjiat69pmub105g5u02qd1i84f,Work,Family,,Pets,,,,,,,,Optimistic,,Lonely,,Frustrated,,Monthly,Daily,,,,,,,Vulnerable,Disappointed,Anxious,5,4,3,4,3,2,5,3,2,5,4,2,Proud,,Indifferent,,Disappointed,,,,,,"Yes, in 2020",,,,,Peaceful,,,Disappointed,,,Threatened,"Family,Mental health,Career & Finances,Physical health,Spirituality,Relationships","Career & Finances,Spirituality,Physical health,Relationships,Family,Mental health",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,Aggresive,,Disappointed,,,Optimistic,,,"Yes, my contract ended",Financial reasons,5,2,4,3,3,2,4,3,5,Media & Entertainment,,Female,,24-30,I'm from somewhere else in the US,Hispanic / Latino,Anxious,xxxxx,2022-06-27 13:22:29,2022-06-27 13:25:12,0a834c6c6c
2i4vl6o9m3esu1qisz2i4v8m6f8tmhf4,Work,,Friends,,Roommates,,,4,,,,,Peaceful,,Disappointed,,Threatened,Weekly,Daily,,,Excited,,Peaceful,,Vulnerable,,,4,5,4,3,3,4,3,3,2,5,3,4,Proud,,,,,Hostile,,,Free,,"Yes, in 2020",,,,,,,,Disappointed,Frustrated,Anxious,,"Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality","Career & Finances,Physical health,Spirituality,Relationships,Family,Mental health",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,Aggresive,,,Vulnerable,,,,stressed,"Yes, my contract ended",Mental health reasons,3,4,2,4,3,5,3,4,4,Utilities,,Female,,50-60,I'm from somewhere else in the US,Hispanic / Latino,Frustrated,xxxxx,2022-06-27 13:19:03,2022-06-27 13:21:03,77c4200d5a
zbtpd7z3rt10vek8xjvqibzbtpdhwdu3,Work,,Friends,Pets,,,,,,Stressed,,,Peaceful,,Disappointed,,,Weekly,Daily,,Stressed,,Hopeful,,,Vulnerable,,,4,2,3,4,2,4,3,5,3,2,4,3,Proud,,,Vulnerable,,,,Anxious,,,"Yes, in 2020",,,,Optimistic,,Lonely,,Disappointed,,,,"Mental health,Career & Finances,Spirituality,Physical health,Relationships,Family","Family,Physical health,Career & Finances,Spirituality,Mental health,Relationships",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,Frustrated,,Vulnerable,,,enthusiastic,,"Yes, I had a reduction in working hours and/or wage",Financial reasons,4,2,5,3,5,3,2," 1",6,Information Technology,,Female,,30-40,I'm from somewhere else in the US,Hispanic / Latino,Vulnerable,xxxxx,2022-06-27 13:15:47,2022-06-27 13:17:54,a8df63d318
qm0k6cakvycr27xd8qum5yuqm0k6cx3g,Work,Family,,Pets,,,,,,Stressed,Free,Optimistic,,,,,,Weekly,Daily,,Stressed,Excited,,,,,,Anxious,4,2,4,3,5,3,5,2,1,5,2,4,,Optimistic,Indifferent,,Disappointed,,,,,,,"Yes, in 2021",,,,Peaceful,Lonely,Vulnerable,,,,,"Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality","Physical health,Career & Finances,Spirituality,Mental health,Relationships,Family",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,Aggresive,,Disappointed,,Lonely,,,,"Yes, my contract ended",Change in personal interests,4,3,2,4,5,2,4,3,9,Education,,Male,,40-50,I'm from somewhere else in the US,Hispanic / Latino,Distant,xxxxx,2022-06-27 13:13:21,2022-06-27 13:15:23,143b192b3d
lz365fjo3fh0lz0zjla3rwln505xvvix,Study,Family,,Pets,,,,,,Stressed,,Optimistic,,,,,Threatened,Monthly,Daily,,,Excited,Hopeful,Peaceful,,,,,4,2,3,2,4,3,3,2,4,4,2,4,Proud,,Indifferent,,,,,Anxious,,,"Yes, in 2020",,,,Optimistic,,Lonely,,,Frustrated,,,"Mental health,Physical health,Career & Finances,Family,Relationships,Spirituality","Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality",Job,,Stressed,,,,,Disappointed,,Anxious,Yes because I changed my field of study,,Change in learning modes,,Low grades,,Economic Difficulties,,,,,,,,,,,,,,,,5,3,2,4,3,2,4,2,6,,Medical and Health Sciences,Male,,30-40,I'm from somewhere else in the US,Hispanic / Latino,Distant,xxxxx,2022-06-27 13:11:14,2022-06-27 13:12:59,3c36fd8008
42g1gx6fbcmf0hfsbqbs42g1gx64znki,Work,Family,,,Roommates,,,6,,,Free,Optimistic,,,,,Threatened,Monthly,Daily,Bored,,,,Peaceful,,Vulnerable,,,5,2,4,3,4,3,3,4,3,5,4,3,,,Indifferent,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,"Mental health,Physical health,Career & Finances,Relationships,Family,Spirituality","Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,Frustrated,,Vulnerable,,,enthusiastic,,"Yes, due to smartworking",Work environment,3,2,4,3,3,4,2,4,7,Media & Entertainment,,Male,,24-30,I'm from somewhere else in the US,Hispanic / Latino,Disappointed,xxxxx,2022-06-27 13:08:45,2022-06-27 13:10:46,3c36fd8008
2dx2f4p9irejwb8uuke2dx2f4pudit27,Work,,Friends,Pets,,,,,,,,Optimistic,,,,Frustrated,Threatened,Monthly,Daily,,Stressed,,Hopeful,Peaceful,,,,,3,5,2,3,4,3,4,2,4,3,5,5,Proud,,,,,Hostile,,Anxious,,,"Yes, in 2020",,,Stressed,,,Lonely,,Disappointed,,,,"Physical health,Career & Finances,Spirituality,Mental health,Relationships,Family","Mental health,Relationships,Career & Finances,Family,Spirituality,Physical health",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,,Disappointed,,,Optimistic,enthusiastic,,"Yes, my company went out of business",I wanted to work remotely,3,5,2,4,2,4,2,3,5,Utilities,,Male,,40-50,I'm from somewhere else in the US,Hispanic / Latino,Optimistic,xxxxx,2022-06-27 13:06:00,2022-06-27 13:08:24,b383704fc4
50xb5udle4bopjx5pk9yaqr050xb5udb,Work,Family,,Pets,,,,,,,,,Peaceful,Lonely,,Frustrated,,Monthly,Daily,,,Excited,Hopeful,,,,,Anxious,5,2,4,5,3,4,4,2,4,3,4,2,Proud,,,Vulnerable,,,,Anxious,,,"Yes, in 2020",,,,,,,Vulnerable,,,Anxious,Threatened,"Career & Finances,Spirituality,Physical health,Mental health,Relationships,Family","Family,Career & Finances,Physical health,Mental health,Spirituality,Relationships",,,,,,,,,,,,,,,,,,,,Unemployed,1,,,Frustrated,,,,Optimistic,,,"Yes, my contract ended",Other / I prefer not to answer,3,3,5,3,4," 1",2," 1",7,Information Technology,,Male,,20-24,I'm from somewhere else in the US,Hispanic / Latino,Free,xxxxx,2022-06-27 13:02:26,2022-06-27 13:04:34,b230094745
dbz98ikt4lvec38wodbz98ivew0enwdm,Work,Family,,,Roommates,,,6,,,Free,,Peaceful,,Disappointed,,,Monthly,Daily,Bored,,,,,Lonely,Vulnerable,,,4,4,3,2,4,4,5,3,3,4,4,2,,Optimistic,,,Disappointed,,,Anxious,,,,"Yes, in 2021",,,Optimistic,,Lonely,,Disappointed,,,,"Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality","Mental health,Career & Finances,Relationships,Physical health,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Homemaker,1,,,Frustrated,,Vulnerable,,,enthusiastic,,"Yes, I quit my job",Other / I prefer not to answer,3,5,3,4,4,2,5," 1",5,Media & Entertainment,,Male,,50-60,I'm from somewhere else in the US,Hispanic / Latino,Distant,xxxxx,2022-06-27 12:59:26,2022-06-27 13:01:58,5131ebd56a
buigirxw8ng4tpbuig6pwlvr19u9vbg1,Work,Family,Friends,,,,,8,,,Free,,Peaceful,Lonely,,,,Weekly,Daily,,,Excited,,,Lonely,,,Anxious,3,1,2,4,3,4,1,4,3,5,3,4,Proud,Optimistic,,Vulnerable,,,,,,,"Yes, in 2020",,,,Optimistic,,,Vulnerable,,Frustrated,,,"Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality","Career & Finances,Mental health,Family,Relationships,Spirituality,Physical health",,,,,,,,,,,,,,,,,,,,Unemployed,1,,,,,Vulnerable,,,enthusiastic,,"Yes, my company went out of business",I wanted to work remotely,3,2,4,2,4,5,3,4,6,Materials Extraction & Refinement,,Male,,30-40,I'm from somewhere else in the US,Hispanic / Latino,Anxious,xxxxx,2022-06-27 12:56:27,2022-06-27 12:58:41,06a754198c
vjj6ia0n84fsk64lbvjj6ii95y3a90s2,Work,,,Pets,Roommates,,,,Bored,,Free,,Peaceful,,,,,Monthly,Daily,,Stressed,,,,Lonely,,,Anxious,4,2,5,4,3,4,4,4,3,5,3,3,,,Indifferent,Vulnerable,Disappointed,,,,,No,,,,,,,,,,,,,"Spirituality,Career & Finances,Physical health,Mental health,Relationships,Family","Mental health,Family,Career & Finances,Relationships,Physical health,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,Frustrated,,Vulnerable,,Optimistic,,,"Yes, my company went out of business",I wanted to work remotely,4,2,4,4,4,2,3,4,6,Information Technology,,Male,,30-40,I'm from somewhere else in the US,Hispanic / Latino,Vulnerable,xxxxx,2022-06-27 12:53:18,2022-06-27 12:55:42,ffd2e9b7ae
b8audsvgaiec7fub8audsycfcvfyfxr8,Work,Family,,Pets,,,,,,,,,,,Disappointed,Frustrated,Threatened,Monthly,Weekly,Bored,,,,Peaceful,,,Disappointed,,4,3,5,3,4,5,5,3,2,3,4,2,,Optimistic,Indifferent,,,,Threatened,,,No,,,,,,,,,,,,,"Career & Finances,Spirituality,Physical health,Mental health,Relationships,Family","Relationships,Career & Finances,Physical health,Mental health,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Self - employed,1,,Aggresive,,,Vulnerable,,Optimistic,,,"Yes, I had a reduction in working hours and/or wage",Other / I prefer not to answer,4,3,4,3,2,5,2,4,4,Financials,,Male,,20-24,I'm from somewhere else in the US,Hispanic / Latino,Disappointed,xxxxx,2022-06-27 12:50:49,2022-06-27 12:52:34,09cc1059ab
cfxci30sp0t3ob8fiacfxh82gnmmz6bx,Study,,,,,Alone,,,,,,,,,,,,Weekly,Weekly,Bored,,,,,,,Disappointed,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,Free,No,,,,,,,,,,,,,"Relationships,Career & Finances,Mental health,Physical health,Spirituality,Family","Mental health,Relationships,Career & Finances,Physical health,Spirituality,Family",Family,,,Free,,,,,,,Yes because I changed my field of study,Change in personal interests,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,4,4,9,,Economics,Male,,20-24,I'm from New York State,White,Free,xxxxx,2022-06-27 07:43:36,2022-06-27 07:51:59,26142a603b
neuyf7wsynk1clsopvrneuyg7jqw1igi,Work,,,,Roommates,,,4,,,Free,,Peaceful,,,,,Monthly,Weekly,,Stressed,,Hopeful,,Lonely,,,,2,3,2,4,2,3,1,3,2,3,2,3,,Optimistic,Indifferent,Vulnerable,,,,,,,"Yes, in 2020",,,,,Peaceful,Lonely,,Disappointed,,,,"Mental health,Physical health,Career & Finances,Family,Spirituality,Relationships","Career & Finances,Mental health,Family,Physical health,Spirituality,Relationships",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,Aggresive,,,Vulnerable,,,,,"Yes, I had a reduction in working hours and/or wage",Work environment,4,3,4,3,5,2,3,5,9,Information Technology,,Male,,40-50,I'm from somewhere else in the US,Hispanic / Latino,Free,xxxxx,2022-06-27 05:56:29,2022-06-27 05:58:18,379d5be9f4
vnmgvi5xgfr6ocg7ervnmgvzmvnc3f25,Work,,Friends,Pets,,,,,,Stressed,,,Peaceful,Lonely,,,,Monthly,Daily,,,Excited,Hopeful,,,,,,1,3,2,4,2,3,2,3,2,4,2,3,,,,Vulnerable,,,Threatened,,Free,No,,,,,,,,,,,,,"Spirituality,Mental health,Career & Finances,Physical health,Relationships,Family","Family,Mental health,Career & Finances,Relationships,Physical health,Spirituality",,,,,,,,,,,,,,,,,,,,Unemployed,1,,Aggresive,,Disappointed,,,Optimistic,,,"Yes, I had a reduction in working hours and/or wage",Financial reasons,3,2,4,3,3," 1",2,3,7,Financials,,Female,,30-40,I'm from somewhere else in the US,Hispanic / Latino,Disappointed,xxxxx,2022-06-27 05:54:23,2022-06-27 05:55:55,60f8da7172
1c3tulsp2l7fo1tgp71c3tu1v0t0nab5,Work,Family,,Pets,,,,,Bored,,,Optimistic,,,,,,Daily,Weekly,Bored,,,Hopeful,,,Vulnerable,,,4,1,3,2,3,2,1,4,2,3,2,3,,,,Vulnerable,,Hostile,,,Free,No,,,,,,,,,,,,,"Career & Finances,Mental health,Physical health,Spirituality,Family,Relationships","Spirituality,Career & Finances,Mental health,Relationships,Family,Physical health",,,,,,,,,,,,,,,,,,,,Homemaker,1,,Aggresive,,,Vulnerable,Lonely,,,,"Yes, I had a reduction in working hours and/or wage",Career prospects,4,2,3,3,5,4,2,5,9,Consumer Services & Retail,,Female,,24-30,I'm from somewhere else in the US,Hispanic / Latino,Optimistic,xxxxx,2022-06-27 05:52:20,2022-06-27 05:53:56,60f8da7172
t1itlglk8s51yw5r0vt1itl1yvvy8rnc,Work,Family,,,Roommates,,,9,,,,Optimistic,,,Disappointed,,Threatened,Weekly,Daily,,Stressed,,Hopeful,,,,Disappointed,,2,3,4,3,4,2,4,5,3,5,4,3,,Optimistic,,,,,,Anxious,Free,,"Yes, in 2020",,,,,,,,,,,Threatened,"Relationships,Spirituality,Career & Finances,Physical health,Mental health,Family","Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,Aggresive,Frustrated,,,Lonely,,,,"Yes, my company went out of business",Mental health reasons,3,5,4,3,2,3,4," 1",8,Information Technology,,Male,,50-60,I'm from somewhere else in the US,Hispanic / Latino,Anxious,xxxxx,2022-06-27 05:50:58,2022-06-27 05:51:48,60f8da7172
